row_id,order_id,order_date,order_priority,quantity,sales,discount,ship_mode,profit,unit_price,shipping_cost,customer_name,province,region,segment,category,sub_category,product_name,product_container,product_base_margin,ship_date,year,quarter,month,profit_margin,discount_bucket
3511,3073,2009-01-07,Medium,3,10.58,0.05,Regular Air,-11.58,1.98,4.77,Jasper Cacioppo,Quebec,Quebec,Home Office,Office Supplies,Binders and Binder Accessories,Avery Reinforcements for Hole-Punch Pages,Small Box,0.4,2009-01-08,2009,1,1,-1.0945179584120983,1-10%
3512,3073,2009-01-07,Medium,3,2119.67,0.07,Express Air,-2314.74,699.99,24.49,Jasper Cacioppo,Quebec,Quebec,Home Office,Technology,Copiers and Fax,Canon PC1060 Personal Laser Copier,Large Box,0.41,2009-01-08,2009,1,1,-1.0920284761307184,1-10%
3513,3073,2009-01-07,Medium,7,45923.76,0.07,Regular Air,102.61,6783.02,24.49,Jasper Cacioppo,Quebec,Quebec,Home Office,Technology,Office Machines,Polycom ViewStationª ISDN Videoconferencing Unit,Large Box,0.39,2009-01-08,2009,1,1,0.002234355375082528,1-10%
3514,3168,2012-01-29,Low,14,80.6,0.04,Regular Air,-4.2,5.28,3.96,Jasper Cacioppo,Quebec,Quebec,Home Office,Furniture,Office Furnishings,"Master Big Foot¨ Doorstop, Beige",Wrap Bag,0.54,2012-02-03,2012,1,1,-0.05210918114143921,1-10%
3515,3205,2012-04-10,Low,8,136.61,0.01,Regular Air,80.43,15.68,3.73,Alan Haines,Quebec,Quebec,Consumer,Furniture,Office Furnishings,Artistic Insta-Plaque,Small Pack,0.46,2012-04-10,2012,2,4,0.5887563135934412,1-10%
3516,3205,2012-04-10,Low,42,2907.63,0.04,Express Air,54.6,71.37,69.0,Alan Haines,Quebec,Quebec,Consumer,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Large Box,0.68,2012-04-14,2012,2,4,0.018778180167352793,1-10%
3517,3559,2012-10-23,Medium,34,136.67,0.07,Express Air,-117.92,3.81,5.44,Logan Haushalter,Quebec,Quebec,Corporate,Office Supplies,Binders and Binder Accessories,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Small Box,0.36,2012-10-24,2012,4,10,-0.862808224189654,1-10%
3518,3586,2010-12-04,High,32,383.57,0.06,Regular Air,70.51,12.58,5.16,Lena Cacioppo,Quebec,Quebec,Home Office,Furniture,Office Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",Small Box,0.43,2010-12-05,2010,4,12,0.18382563808431318,1-10%
3519,3586,2010-12-04,High,31,461.1,0.05,Regular Air,116.96,14.34,5.0,Lena Cacioppo,Quebec,Quebec,Home Office,Furniture,Office Furnishings,Nu-Dell Leatherette Frames,Small Pack,0.49,2010-12-06,2010,4,12,0.25365430492301017,1-10%
3520,3750,2011-04-29,Medium,12,76.16,0.04,Regular Air,-24.03,5.98,5.2,Aaron Smayling,Quebec,Quebec,Small Business,Office Supplies,Paper,Xerox 1992,Small Box,0.36,2011-05-01,2011,2,4,-0.3155199579831933,1-10%
3521,3778,2010-05-25,Critical,34,268.09,0.07,Regular Air,-63.76,8.32,2.38,Deirdre Greer,Quebec,Quebec,Home Office,Technology,Computer Peripherals,"Imation 3.5 IBM Formatted Diskettes, 10/Box",Small Pack,0.74,2010-05-27,2010,2,5,-0.2378305792830766,1-10%
3522,3778,2010-05-25,Critical,12,557.03,0.04,Regular Air,8.95,45.19,1.99,Deirdre Greer,Quebec,Quebec,Home Office,Technology,Computer Peripherals,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Small Pack,0.55,2010-05-26,2010,2,5,0.016067357233901226,1-10%
3523,3778,2010-05-25,Critical,3,26.53,0.05,Regular Air,-15.0,6.68,6.92,Deirdre Greer,Quebec,Quebec,Home Office,Office Supplies,Paper,Xerox 1898,Small Box,0.37,2010-05-26,2010,2,5,-0.5653976630229928,1-10%
3524,3778,2010-05-25,Critical,34,5133.9235,0.02,Regular Air,1313.95,175.99,4.99,Deirdre Greer,Quebec,Quebec,Home Office,Technology,Telephones and Communication,5165,Small Box,0.59,2010-05-26,2010,2,5,0.25593486151478495,1-10%
3525,3841,2009-10-04,Not Specified,19,1184.45,0.02,Regular Air,-552.1,60.98,49.0,John Stevenson,Quebec,Quebec,Small Business,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,Large Box,0.59,2009-10-06,2009,4,10,-0.4661235172442906,1-10%
3526,3841,2009-10-04,Not Specified,20,25409.63,0.02,Regular Air,11535.28,1270.99,19.99,John Stevenson,Quebec,Quebec,Small Business,Office Supplies,Binders and Binder Accessories,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Small Box,0.35,2009-10-06,2009,4,10,0.45397276544365267,1-10%
3527,3841,2009-10-04,Not Specified,43,7308.283,0.05,Express Air,1680.23,205.99,8.99,John Stevenson,Quebec,Quebec,Small Business,Technology,Telephones and Communication,StarTAC 8000,Small Box,0.6,2009-10-06,2009,4,10,0.22990762672983517,1-10%
3528,4004,2010-05-06,Medium,14,63.52,0.1,Regular Air,8.66,4.84,0.71,Sheri Gordon,Quebec,Quebec,Corporate,Office Supplies,Pens & Art Supplies,*Staples* Highlighting Markers,Wrap Bag,0.52,2010-05-09,2010,2,5,0.13633501259445843,1-10%
3529,4004,2010-05-06,Medium,44,1512.25,0.05,Regular Air,195.48,34.58,8.99,Sheri Gordon,Quebec,Quebec,Corporate,Office Supplies,Pens & Art Supplies,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Small Pack,0.56,2010-05-07,2010,2,5,0.1292643412134237,1-10%
3530,4096,2012-07-02,Not Specified,21,128.28,0.04,Regular Air,53.58,6.3,0.5,Bill Eplett,Quebec,Quebec,Corporate,Office Supplies,Labels,Avery 51,Small Box,0.39,2012-07-03,2012,3,7,0.4176800748362956,1-10%
3531,4769,2011-04-13,Not Specified,41,117.4,0.01,Regular Air,48.63,2.88,0.5,Ben Wallace,Quebec,Quebec,Home Office,Office Supplies,Labels,Avery 49,Small Box,0.36,2011-04-14,2011,2,4,0.4142248722316865,1-10%
3532,4800,2012-01-05,Low,4,41.94,0.05,Regular Air,-26.17,8.04,8.94,Max Engle,Quebec,Quebec,Corporate,Office Supplies,Binders and Binder Accessories,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Small Box,0.4,2012-01-12,2012,1,1,-0.6239866475917979,1-10%
3533,4800,2012-01-05,Low,17,89.25,0.01,Regular Air,40.88,4.91,0.5,Max Engle,Quebec,Quebec,Corporate,Office Supplies,Labels,Avery 493,Small Box,0.36,2012-01-12,2012,1,1,0.45803921568627454,1-10%
3534,4800,2012-01-05,Low,7,79.81,0.07,Regular Air,-4.28,11.55,2.36,Max Engle,Quebec,Quebec,Corporate,Office Supplies,Pens & Art Supplies,Newell 309,Wrap Bag,0.55,2012-01-10,2012,1,1,-0.05362736499185566,1-10%
3535,5543,2010-09-24,Medium,15,703.54,0.04,Regular Air,138.46,48.58,3.99,Fred Chung,Quebec,Quebec,Corporate,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,Small Box,0.56,2010-09-26,2010,3,9,0.19680473036358986,1-10%
3536,5543,2010-09-24,Medium,6,65.93,0.04,Regular Air,11.06,10.31,1.79,Fred Chung,Quebec,Quebec,Corporate,Office Supplies,Paper,"Speediset Carbonless Redi-Letter¨ 7"" x 8 1/2""",Wrap Bag,0.38,2010-09-27,2010,3,9,0.16775367814348552,1-10%
3537,5543,2010-09-24,Medium,27,67.3,0.02,Regular Air,-115.38,2.18,5.0,Fred Chung,Quebec,Quebec,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",*Staples* Letter Opener,Wrap Bag,0.81,2010-09-26,2010,3,9,-1.714413075780089,1-10%
3538,5636,2011-02-15,Medium,23,138.17,0.0,Regular Air,-1.09,5.85,2.27,Dennis Kane,Quebec,Quebec,Small Business,Office Supplies,Pens & Art Supplies,"Dixon My First Ticonderoga Pencil, #2",Wrap Bag,0.56,2011-02-17,2011,1,2,-0.00788883259752479,0%
3539,6050,2010-03-28,Low,3,261.94,0.06,Delivery Truck,-219.78,80.97,33.6,Phillip Flathmann,Quebec,Quebec,Small Business,Technology,Office Machines,Lexmark Z25 Color Inkjet Printer,Jumbo Drum,0.37,2010-04-04,2010,1,3,-0.8390471100251966,1-10%
3540,6050,2010-03-28,Low,47,9574.82,0.08,Regular Air,-505.98,209.37,69.0,Phillip Flathmann,Quebec,Quebec,Small Business,Furniture,Tables,Hon 2111 Invitationª Series Corner Table,Large Box,0.79,2010-04-02,2010,1,3,-0.052844857657898536,1-10%
3541,6148,2011-12-24,Medium,50,510.56,0.05,Regular Air,-29.4,10.64,5.16,Mathew Reese,Quebec,Quebec,Small Business,Furniture,Office Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Small Box,0.57,2011-12-25,2011,4,12,-0.05758382952052648,1-10%
3542,6148,2011-12-24,Medium,18,389.52,0.05,Express Air,116.37,20.28,6.68,Mathew Reese,Quebec,Quebec,Small Business,Furniture,Office Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",Small Box,0.53,2011-12-25,2011,4,12,0.2987523105360444,1-10%
3543,6727,2009-08-29,Low,12,33.43,0.06,Regular Air,8.47,2.89,0.5,Stuart Van,Quebec,Quebec,Consumer,Office Supplies,Labels,Avery 498,Small Box,0.38,2009-08-29,2009,3,8,0.25336524080167516,1-10%
3544,7079,2010-02-08,Medium,44,12296.49,0.01,Delivery Truck,-416.7,280.98,57.0,Brenda Bowman,Quebec,Quebec,Small Business,Furniture,Chairs & Chairmats,Hon 2090 ÒPillow SoftÓ Series Mid Back Swivel/Tilt Chairs,Jumbo Drum,0.78,2010-02-09,2010,1,2,-0.03388771917839969,1-10%
3545,7079,2010-02-08,Medium,18,128.13,0.03,Regular Air,-34.91,6.48,5.94,Brenda Bowman,Quebec,Quebec,Small Business,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Small Box,0.37,2010-02-10,2010,1,2,-0.2724576601888707,1-10%
3546,7301,2010-12-28,Low,17,959.089,0.06,Regular Air,124.99,65.99,2.5,Logan Haushalter,Quebec,Quebec,Corporate,Technology,Telephones and Communication,6000,Small Box,0.55,2011-01-14,2010,4,12,0.13032158642211514,1-10%
3547,7623,2009-10-28,Critical,18,5459.32,0.03,Regular Air,1603.12,300.65,24.49,Sheri Gordon,Quebec,Quebec,Corporate,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Large Box,0.52,2009-10-30,2009,4,10,0.29364829319402413,1-10%
3548,7623,2009-10-28,Critical,37,1793.42,0.06,Regular Air,21.5,49.99,19.99,Sheri Gordon,Quebec,Quebec,Corporate,Technology,Computer Peripherals,US Robotics 56K V.92 Internal PCI Faxmodem,Small Box,0.45,2009-10-30,2009,4,10,0.01198826822495567,1-10%
3549,7623,2009-10-28,Critical,32,3080.07,0.1,Regular Air,1480.15,104.85,4.65,Sheri Gordon,Quebec,Quebec,Corporate,Office Supplies,Paper,Xerox 1941,Small Box,0.37,2009-10-29,2009,4,10,0.48055726006227134,1-10%
3550,8000,2010-09-19,Low,10,149.25,0.08,Regular Air,-26.81,15.01,8.4,John Stevenson,Quebec,Quebec,Small Business,Office Supplies,Binders and Binder Accessories,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Small Box,0.39,2010-09-21,2010,3,9,-0.17963149078726967,1-10%
3551,8000,2010-09-19,Low,1,10.14,0.04,Regular Air,-7.61,4.82,5.24,John Stevenson,Quebec,Quebec,Small Business,Office Supplies,Binders and Binder Accessories,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Small Box,0.39,2010-09-21,2010,3,9,-0.7504930966469427,1-10%
3552,8039,2012-08-23,Medium,37,1199.7,0.01,Regular Air,3.22,30.98,19.51,Phillip Flathmann,Quebec,Quebec,Small Business,Office Supplies,Envelopes,Staples Colored Interoffice Envelopes,Small Box,0.36,2012-08-24,2012,3,8,0.0026840043344169375,1-10%
3553,8162,2009-10-07,Medium,25,670.39,0.03,Regular Air,-82.26,27.48,4.0,Mathew Reese,Quebec,Quebec,Small Business,Technology,Computer Peripherals,Belkin MediaBoard 104- Keyboard,Small Box,0.75,2009-10-08,2009,4,10,-0.12270469428243262,1-10%
3554,8162,2009-10-07,Medium,32,5618.4,0.1,Regular Air,1314.12,179.99,19.99,Mathew Reese,Quebec,Quebec,Small Business,Technology,Computer Peripherals,Motorola SB4200 Cable Modem,Small Box,0.48,2009-10-08,2009,4,10,0.23389577103801792,1-10%
3555,8162,2009-10-07,Medium,42,5450.6,0.1,Regular Air,10.86,140.85,19.99,Mathew Reese,Quebec,Quebec,Small Business,Office Supplies,Storage & Organization,"Fellowes Strictly Business¨ Drawer File, Letter/Legal Size",Small Box,0.73,2009-10-09,2009,4,10,0.00199244119913404,1-10%
3556,8870,2010-03-05,Not Specified,15,441.58,0.07,Regular Air,117.39,30.98,5.09,Mathew Reese,Quebec,Quebec,Small Business,Office Supplies,Paper,Xerox 19,Small Box,0.4,2010-03-06,2010,1,3,0.26584084424113413,1-10%
3557,9253,2012-01-30,Critical,36,1644.22,0.05,Regular Air,563.09,46.94,6.77,Daniel Lacy,Quebec,Quebec,Small Business,Furniture,Office Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Small Box,0.44,2012-02-01,2012,1,1,0.34246633662162,1-10%
3558,10722,2011-01-19,Not Specified,8,40.26,0.01,Regular Air,-27.44,4.28,5.68,Dorris Love,Quebec,Quebec,Home Office,Office Supplies,Paper,Xerox 199,Small Box,0.4,2011-01-21,2011,1,1,-0.6815697963238948,1-10%
3559,11527,2009-07-02,Medium,45,4629.67,0.04,Regular Air,2860.71,99.23,8.99,Ben Wallace,Quebec,Quebec,Home Office,Furniture,Office Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Small Pack,0.35,2009-07-04,2009,3,7,0.6179079718424856,1-10%
3560,11683,2012-02-07,Not Specified,28,1650.411,0.03,Regular Air,335.08,65.99,5.99,Fred Chung,Quebec,Quebec,Corporate,Technology,Telephones and Communication,i1000,Small Box,0.58,2012-02-07,2012,1,2,0.20302821539604377,1-10%
3561,12448,2011-11-08,Critical,33,240.27,0.07,Regular Air,-269.8,7.38,11.51,Dennis Kane,Quebec,Quebec,Small Business,Office Supplies,Binders and Binder Accessories,GBC Plastic Binding Combs,Small Box,0.36,2011-11-11,2011,4,11,-1.1229034003412828,1-10%
3562,12448,2011-11-08,Critical,24,6802.37,0.08,Delivery Truck,459.5,284.98,69.55,Dennis Kane,Quebec,Quebec,Small Business,Furniture,Chairs & Chairmats,Global Commerceª Series High-Back Swivel/Tilt Chairs,Jumbo Drum,0.6,2011-11-09,2011,4,11,0.06754998625479061,1-10%
3563,13028,2009-04-08,Critical,39,1357.53,0.05,Regular Air,562.92,35.44,5.09,Stuart Van,Quebec,Quebec,Consumer,Office Supplies,Paper,Xerox 1932,Small Box,0.38,2009-04-09,2009,2,4,0.4146648692846567,1-10%
3564,13156,2011-10-05,Low,12,502.01,0.04,Regular Air,159.73,39.98,9.2,Jennifer Ferguson,Quebec,Quebec,Corporate,Furniture,Office Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Wrap Bag,0.65,2011-10-10,2011,4,10,0.3181809127308221,1-10%
3565,13252,2009-03-22,Not Specified,44,7312.86,0.03,Delivery Truck,1279.37,160.98,30.0,Pamela Stobb,Quebec,Quebec,Consumer,Furniture,Chairs & Chairmats,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Jumbo Drum,0.62,2009-03-25,2009,1,3,0.1749479683735228,1-10%
3566,13252,2009-03-22,Not Specified,39,605.16,0.09,Regular Air,154.65,15.98,4.0,Pamela Stobb,Quebec,Quebec,Consumer,Technology,Computer Peripherals,Logitech Access Keyboard,Small Box,0.37,2009-03-24,2009,1,3,0.2555522506444577,1-10%
3567,13540,2010-05-23,High,33,121.0,0.09,Regular Air,51.21,3.75,0.5,Theresa Swint,Quebec,Quebec,Consumer,Office Supplies,Labels,Avery 510,Small Box,0.37,2010-05-25,2010,2,5,0.4232231404958678,1-10%
3568,13540,2010-05-23,High,27,1484.185,0.02,Regular Air,239.25,65.99,4.99,Theresa Swint,Quebec,Quebec,Consumer,Technology,Telephones and Communication,T193,Small Box,0.57,2010-05-25,2010,2,5,0.16119958091477815,1-10%
3569,14081,2010-10-06,High,31,1476.12,0.03,Delivery Truck,-1401.17,44.43,46.59,Alan Haines,Quebec,Quebec,Home Office,Furniture,Tables,Hon 61000 Series Interactive Training Tables,Jumbo Box,0.67,2010-10-07,2010,4,10,-0.9492249952578382,1-10%
3570,14086,2010-10-20,Low,13,1764.97,0.07,Delivery Truck,-383.5,130.98,54.74,Alan Haines,Quebec,Quebec,Consumer,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",Jumbo Box,0.69,2010-10-25,2010,4,10,-0.21728414647274458,1-10%
3571,14086,2010-10-20,Low,50,238.34,0.04,Regular Air,-7.36,4.76,3.01,Alan Haines,Quebec,Quebec,Consumer,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",Wrap Bag,0.36,2010-10-27,2010,4,10,-0.030880255097759504,1-10%
3572,14435,2012-12-01,Not Specified,41,3731.59,0.0,Delivery Truck,-605.52,89.99,42.0,Dennis Kane,Quebec,Quebec,Small Business,Furniture,Chairs & Chairmats,"Global Leather Task Chair, Black",Jumbo Drum,0.66,2012-12-02,2012,4,12,-0.1622686307981316,0%
3573,14435,2012-12-01,Not Specified,9,33367.85,0.01,Regular Air,3992.52,3499.99,24.49,Dennis Kane,Quebec,Quebec,Small Business,Technology,Copiers and Fax,Canon imageCLASS 2200 Advanced Copier,Large Box,0.37,2012-12-04,2012,4,12,0.11965170066396247,1-10%
3574,14435,2012-12-01,Not Specified,44,1299.91,0.06,Regular Air,439.26,30.98,5.76,Dennis Kane,Quebec,Quebec,Small Business,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Small Box,0.4,2012-12-01,2012,4,12,0.33791570185628234,1-10%
3575,14784,2012-03-14,Medium,43,2009.05,0.04,Delivery Truck,33.99,44.43,46.59,Brenda Bowman,Quebec,Quebec,Small Business,Furniture,Tables,Hon 61000 Series Interactive Training Tables,Jumbo Box,0.67,2012-03-15,2012,1,3,0.016918444040715762,1-10%
3576,15264,2011-11-17,Medium,3,3581.52,0.07,Regular Air,-408.22,1270.99,19.99,Ben Wallace,Quebec,Quebec,Home Office,Office Supplies,Binders and Binder Accessories,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Small Box,0.35,2011-11-19,2011,4,11,-0.11397953941343342,1-10%
3577,15264,2011-11-17,Medium,13,90.15,0.07,Regular Air,33.05,7.31,0.49,Ben Wallace,Quebec,Quebec,Home Office,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,Small Box,0.38,2011-11-17,2011,4,11,0.36661120354963944,1-10%
3578,16352,2012-07-30,Medium,16,113.25,0.03,Regular Air,-43.43,6.48,6.65,Logan Haushalter,Quebec,Quebec,Corporate,Office Supplies,Paper,Xerox 1966,Small Box,0.36,2012-08-01,2012,3,7,-0.3834878587196468,1-10%
3579,16513,2010-09-03,Critical,10,1642.43,0.02,Delivery Truck,-423.2,150.89,60.2,Dennis Kane,Quebec,Quebec,Small Business,Furniture,Chairs & Chairmats,"Global Leather & Oak Executive Chair, Burgundy",Jumbo Drum,0.77,2010-09-04,2010,3,9,-0.25766699341828875,1-10%
3580,16582,2011-10-01,Critical,26,6766.856,0.02,Delivery Truck,-774.89,320.64,43.57,Katherine Nockton,Quebec,Quebec,Home Office,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Jumbo Box,0.63,2011-10-03,2011,4,10,-0.1145125594515385,1-10%
3581,16640,2010-07-27,Low,6,652.33,0.09,Delivery Truck,-227.51,113.98,30.0,Stewart Visinsky,Quebec,Quebec,Corporate,Furniture,Chairs & Chairmats,Hon Comfortask¨ Task/Swivel Chairs,Jumbo Drum,0.69,2010-07-29,2010,3,7,-0.34876519552986984,1-10%
3582,16711,2012-04-25,Not Specified,3,3.96,0.1,Regular Air,-1.72,1.14,0.7,Jeremy Farry,Quebec,Quebec,Small Business,Office Supplies,Rubber Bands,OIC Thumb-Tacks,Wrap Bag,0.38,2012-04-27,2012,2,4,-0.43434343434343436,1-10%
3583,17218,2012-07-23,Critical,32,157.85,0.06,Regular Air,22.54,5.18,2.04,Clay Ludtke,Quebec,Quebec,Consumer,Office Supplies,Paper,Array¨ Memo Cubes,Wrap Bag,0.36,2012-07-25,2012,3,7,0.14279379157427938,1-10%
3584,17255,2010-07-14,Not Specified,17,158.19,0.09,Regular Air,-75.22,9.38,7.28,Dorris Love,Quebec,Quebec,Home Office,Office Supplies,Storage & Organization,Staples File Caddy,Small Box,0.57,2010-07-15,2010,3,7,-0.4755041405904292,1-10%
3585,17317,2009-12-03,Not Specified,7,34.66,0.06,Regular Air,-20.87,4.42,4.99,Laurel Elliston,Quebec,Quebec,Corporate,Office Supplies,Envelopes,Grip Seal Envelopes,Small Box,0.38,2009-12-05,2009,4,12,-0.6021350259665321,1-10%
3586,17414,2012-06-29,High,39,3755.43,0.07,Regular Air,448.07,99.99,19.99,Katherine Nockton,Quebec,Quebec,Corporate,Technology,Computer Peripherals,US Robotics 56K V.92 External Faxmodem,Small Box,0.52,2012-07-01,2012,2,6,0.11931256873380679,1-10%
3587,17414,2012-06-29,High,32,347.93,0.1,Regular Air,34.29,11.34,5.01,Katherine Nockton,Quebec,Quebec,Corporate,Office Supplies,Paper,Xerox 188,Small Box,0.36,2012-07-01,2012,2,6,0.09855430690081338,1-10%
3588,17446,2009-06-09,Critical,15,138.84,0.0,Express Air,8.75,8.34,2.64,Ben Wallace,Quebec,Quebec,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Acme¨ Elite Stainless Steel Scissors,Small Pack,0.59,2009-06-11,2009,2,6,0.06302218380870066,0%
3589,17765,2011-09-15,Not Specified,36,79.02,0.08,Regular Air,-192.68,2.16,6.05,Dennis Kane,Quebec,Quebec,Small Business,Office Supplies,Binders and Binder Accessories,Peel & Stick Add-On Corner Pockets,Small Box,0.37,2011-09-15,2011,3,9,-2.438370032903063,1-10%
3590,17958,2011-08-11,Low,33,1053.74,0.07,Regular Air,359.53,32.48,7.09,Jasper Cacioppo,Quebec,Quebec,Home Office,Furniture,Office Furnishings,"Computer Room Manger, 14""",Small Box,0.49,2011-08-15,2011,3,8,0.3411942224837246,1-10%
3591,18375,2011-09-22,Low,20,76.89,0.03,Regular Air,31.64,3.75,0.5,Theresa Swint,Quebec,Quebec,Small Business,Office Supplies,Labels,Avery 510,Small Box,0.37,2011-09-26,2011,3,9,0.4114969436857849,1-10%
3592,18532,2011-10-20,Not Specified,29,230.77,0.09,Regular Air,-146.24,8.45,7.77,Jasper Cacioppo,Quebec,Quebec,Home Office,Office Supplies,"Scissors, Rulers and Trimmers","Elite 5"" Scissors",Small Pack,0.55,2011-10-21,2011,4,10,-0.6337045543181523,1-10%
3593,18532,2011-10-20,Not Specified,31,507.58,0.01,Regular Air,-131.59,15.42,10.68,Jasper Cacioppo,Quebec,Quebec,Home Office,Office Supplies,Storage & Organization,"Decoflex Hanging Personal Folder File, Blue",Small Box,0.58,2011-10-22,2011,4,10,-0.2592497734347295,1-10%
3594,18627,2010-12-20,Medium,4,15.7,0.01,Regular Air,0.71,3.69,0.5,Phillip Flathmann,Quebec,Quebec,Small Business,Office Supplies,Labels,Avery 487,Small Box,0.38,2010-12-21,2010,4,12,0.04522292993630573,1-10%
3595,18816,2009-02-24,Critical,12,580.46,0.03,Express Air,108.96,48.58,3.99,Jeremy Lonsdale,Quebec,Quebec,Corporate,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,Small Box,0.56,2009-02-26,2009,1,2,0.18771319298487404,1-10%
3596,18852,2011-09-19,High,17,351.25,0.01,Express Air,80.73,19.98,5.97,Theresa Swint,Quebec,Quebec,Small Business,Office Supplies,Paper,Xerox 1936,Small Box,0.38,2011-09-21,2011,3,9,0.22983629893238436,1-10%
3597,19329,2010-03-07,Not Specified,37,281.59,0.07,Regular Air,-6.39,7.96,4.95,Max Engle,Quebec,Quebec,Corporate,Furniture,Office Furnishings,Staples Plastic Wall Frames,Small Box,0.41,2010-03-09,2010,1,3,-0.022692567207642317,1-10%
3598,19329,2010-03-07,Not Specified,6,231.7525,0.03,Regular Air,-155.95,45.99,4.99,Max Engle,Quebec,Quebec,Corporate,Technology,Telephones and Communication,KF 788,Small Box,0.56,2010-03-08,2010,1,3,-0.6729161497718471,1-10%
3599,19522,2009-10-20,Medium,44,161.8,0.06,Regular Air,21.34,3.8,1.49,Alan Haines,Quebec,Quebec,Consumer,Office Supplies,Binders and Binder Accessories,Durable Pressboard Binders,Small Box,0.38,2009-10-21,2009,4,10,0.1318912237330037,1-10%
3600,19522,2009-10-20,Medium,37,64.36,0.06,Regular Air,-1.53,1.76,0.7,Alan Haines,Quebec,Quebec,Consumer,Office Supplies,Pens & Art Supplies,Newell 310,Wrap Bag,0.56,2009-10-21,2009,4,10,-0.02377252952144189,1-10%
3601,19811,2011-08-08,Low,49,450.66,0.01,Express Air,-115.1,8.57,6.14,Mitch Webber,Quebec,Quebec,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Acme¨ Office Executive Series Stainless Steel Trimmers,Small Pack,0.59,2011-08-13,2011,3,8,-0.2554031864376692,1-10%
3602,19841,2010-12-26,Low,17,213.06,0.03,Regular Air,-31.74,11.97,5.81,Tom Stivers,Quebec,Quebec,Corporate,Office Supplies,Pens & Art Supplies,Staples SlimLine Pencil Sharpener,Small Pack,0.6,2011-01-22,2010,4,12,-0.14897212052942832,1-10%
3603,19841,2010-12-26,Low,7,1126.488,0.08,Regular Air,-557.95,195.99,4.2,Tom Stivers,Quebec,Quebec,Corporate,Technology,Telephones and Communication,688,Small Box,0.6,2011-01-26,2010,4,12,-0.4953004381759948,1-10%
3604,19874,2012-06-08,High,31,310.46,0.0,Regular Air,-182.52,9.71,9.45,Mathew Reese,Quebec,Quebec,Small Business,Office Supplies,Storage & Organization,Filing/Storage Totes and Swivel Casters,Small Box,0.6,2012-06-09,2012,2,6,-0.5879018231012048,0%
3605,20003,2012-01-30,Medium,5,141.9755,0.09,Regular Air,-88.94,35.99,0.99,Shirley Schmidt,Quebec,Quebec,Corporate,Technology,Telephones and Communication,Accessory31,Small Pack,0.35,2012-02-01,2012,1,1,-0.626446112181327,1-10%
3606,20068,2011-02-28,Critical,9,53.18,0.09,Regular Air,-46.13,5.53,6.98,Carol Triggs,Quebec,Quebec,Home Office,Office Supplies,Binders and Binder Accessories,Avery Durable Poly Binders,Small Box,0.39,2011-03-01,2011,1,2,-0.8674313651748778,1-10%
3607,20162,2009-02-08,Medium,38,607.42,0.03,Regular Air,-254.14,15.16,15.09,Helen Wasserman,Quebec,Quebec,Home Office,Office Supplies,Binders and Binder Accessories,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Small Box,0.39,2009-02-09,2009,1,2,-0.41839254552039773,1-10%
3608,20354,2012-09-19,Critical,24,76.06,0.02,Regular Air,30.03,3.15,0.49,Logan Haushalter,Quebec,Quebec,Corporate,Office Supplies,Labels,Self-Adhesive Removable Labels,Small Box,0.37,2012-09-21,2012,3,9,0.3948198790428609,1-10%
